participant_no,avg_rwa,intro_elapse_t,test_elapse_t,survey_elapse_t,country_ip,education_level,urban_classification,gender,english_native,age,handedness,religion,sexual_preference,race,voted,married,family_size,survey_accurate,major
7198,5.7,5,139,104,NA,high school,rural,male,yes,29,right,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,NA
7199,5.05,3,170,118,NA,graduate degree,suburban,female,yes,38,right,christian (protestant),bisexual,white or indigenous australian or native american,yes,currently married,3,TRUE,english
7200,4.1,10,282,143,NA,university degree,rural,male,no,28,right,atheist,bisexual,white or indigenous australian or native american,no,never married,3,TRUE,psychology
7201,4,10,309,205,NA,less than high school,rural,male,no,26,right,agnostic,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
7202,4.6,16,111,67,NA,high school,rural,female,yes,24,right,agnostic,bisexual,white or indigenous australian or native american,no,currently married,2,TRUE,NA
7203,4.1,3,290,244,NA,university degree,urban,male,no,25,right,agnostic,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,medicine
7204,5.6,41,138,81,NA,university degree,rural,male,yes,22,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,machine learning
7205,5.25,3,281,144,NA,high school,rural,male,yes,29,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,4,TRUE,NA
7206,5.8,38,248,168,NA,graduate degree,urban,male,no,29,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,dentistry
7207,4.95,18,170,102,NA,university degree,suburban,male,yes,32,right,atheist,heterosexual,other,no,never married,1,TRUE,accounting
7208,5.35,3,191,109,NA,high school,suburban,male,yes,21,right,atheist,bisexual,white or indigenous australian or native american,no,never married,3,TRUE,computer science
7209,5,2,128,125,NA,high school,rural,other,yes,31,right,agnostic,other,white or indigenous australian or native american,yes,previously married,1,TRUE,NA
7210,4.5,5,149,97,NA,university degree,urban,male,yes,37,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,anthropology
7211,5.05,10,122,115,NA,high school,suburban,male,no,26,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,medicine
7212,4.8,2,202,149,NA,university degree,rural,male,yes,35,right,agnostic,bisexual,white or indigenous australian or native american,no,never married,4,TRUE,language
7213,4.55,4,179,124,NA,high school,urban,male,no,26,right,atheist,heterosexual,other,yes,never married,1,TRUE,NA
7214,3.85,3,206,174,NA,high school,rural,male,no,23,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,it
7215,4.4,2,166,98,NA,less than high school,suburban,male,no,21,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,NA
7216,4.65,41,302,477,NA,less than high school,suburban,female,no,15,right,atheist,bisexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
7217,4.95,69,795,277,NA,high school,urban,male,yes,24,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,NA
7218,5.55,5,229,228,NA,university degree,urban,male,yes,24,right,atheist,heterosexual,black,no,currently married,1,TRUE,computer science
7219,3.7,10,175,115,NA,high school,suburban,male,yes,25,left,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,NA
7220,4.75,15,180,110,NA,university degree,urban,male,no,30,left,atheist,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,multimedia desihn
7221,4.4,3,185,93,NA,university degree,suburban,female,yes,33,right,other,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,health sciences
7222,5.25,6,169,129,NA,graduate degree,suburban,male,yes,43,right,christian (catholic),heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,history
7223,4.85,4,132,84,NA,high school,suburban,male,yes,24,both,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
7224,4.2,3,275,358,NA,university degree,urban,male,no,40,both,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,computers
7225,5.3,29,187,200,NA,high school,suburban,male,yes,17,left,agnostic,heterosexual,white or indigenous australian or native american,no,never married,4,TRUE,NA
7226,4.85,6,145,101,NA,graduate degree,urban,male,yes,30,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,"business, law"
7227,4.75,2,593,161,NA,university degree,suburban,male,yes,26,right,atheist,heterosexual,other,yes,never married,2,TRUE,english
7228,5.45,2,209,163,NA,graduate degree,suburban,male,yes,27,right,other,other,white or indigenous australian or native american,yes,never married,3,TRUE,NA
7229,4.9,2,183,110,NA,high school,rural,male,yes,20,right,atheist,heterosexual,other,yes,never married,1,TRUE,computer science
7230,5.3,6,229,111,NA,university degree,suburban,male,yes,44,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,computer engineering
7231,4.5,8,255,167,NA,university degree,suburban,female,yes,28,right,other,heterosexual,white or indigenous australian or native american,yes,never married,5,TRUE,forensic chemistry
7232,4.85,47,186,108,NA,university degree,urban,male,yes,30,right,atheist,bisexual,white or indigenous australian or native american,yes,currently married,4,TRUE,history
7233,5.45,59,312,160,NA,university degree,suburban,female,no,24,right,atheist,bisexual,white or indigenous australian or native american,no,never married,0,TRUE,biology
7234,4.3,4,347,307,NA,high school,urban,male,yes,19,left,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,NA
7235,5.3,10,158,89,NA,university degree,suburban,male,yes,38,left,agnostic,heterosexual,white or indigenous australian or native american,yes,previously married,2,TRUE,education
7236,5.15,2,102,104,NA,university degree,rural,male,yes,28,right,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,4,TRUE,english
7237,5.25,2,200,170,NA,university degree,suburban,male,no,48,right,atheist,heterosexual,white or indigenous australian or native american,no,currently married,3,TRUE,NA
7238,5.15,46,121,100,NA,high school,suburban,male,yes,23,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,mechanical engineering
7239,5.3,7,184,133,NA,high school,suburban,female,yes,27,right,agnostic,asexual,white or indigenous australian or native american,yes,never married,2,TRUE,NA
7240,5,8,1121,207,NA,university degree,urban,male,yes,32,right,christian (other),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,network engineering and web development
7241,5.65,5,322,156,NA,high school,rural,male,no,23,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,NA
7242,6.2,4,189,67,NA,university degree,suburban,male,yes,31,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,english
7243,3.85,7,1786,139,NA,high school,rural,female,yes,18,right,christian (protestant),heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,NA
7244,4.4,3,139,124,NA,university degree,suburban,male,yes,36,both,christian (other),heterosexual,white or indigenous australian or native american,yes,currently married,5,TRUE,personality tests
7245,5.25,89,128,134,NA,graduate degree,urban,male,yes,51,right,agnostic,heterosexual,white or indigenous australian or native american,no,currently married,6,TRUE,political science
7246,4.2,56,591,415,NA,high school,urban,male,yes,52,right,christian (protestant),heterosexual,white or indigenous australian or native american,yes,previously married,5,TRUE,t.afe
7247,4.15,6,228,133,NA,university degree,urban,male,no,28,right,agnostic,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,english
7248,5.35,3,230,145,NA,university degree,suburban,male,yes,20,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,journilism
7249,4.6,10,115,86,NA,less than high school,suburban,male,yes,22,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,NA
7250,4.4,5,390,272,NA,high school,urban,male,no,41,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,3,TRUE,NA
7251,5.7,26,314,160,NA,university degree,urban,male,no,25,right,christian (catholic),homosexual,white or indigenous australian or native american,no,never married,3,TRUE,economics
7252,4.35,9,149,125,NA,high school,rural,female,yes,24,left,other,bisexual,white or indigenous australian or native american,no,never married,3,TRUE,it
7253,4.9,7,130,122,NA,high school,suburban,male,yes,28,left,other,homosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
7254,3.65,4,588,135,NA,high school,urban,male,yes,31,right,buddhist,heterosexual,white or indigenous australian or native american,no,never married,1,TRUE,NA
7255,5.25,6,274,176,NA,high school,rural,male,yes,21,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
7256,5,25,286,229,NA,high school,suburban,male,yes,16,left,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,NA
7257,4.8,8,457,305,NA,university degree,urban,male,yes,30,right,other,heterosexual,black,yes,never married,2,TRUE,exercise  science
7258,4.75,6,209,118,NA,high school,suburban,male,yes,20,right,hindu,heterosexual,asian,yes,never married,2,TRUE,electrical engineering
7259,3.55,265,198,124,NA,university degree,urban,female,yes,21,left,agnostic,bisexual,other,yes,never married,1,TRUE,english
7260,4.95,4,161,154,NA,graduate degree,suburban,male,yes,39,right,agnostic,homosexual,white or indigenous australian or native american,yes,never married,3,TRUE,english
7261,4.9,29,156,119,NA,less than high school,suburban,male,yes,25,right,other,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,NA
7262,4.9,3,209,161,NA,high school,suburban,male,yes,46,right,agnostic,asexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
7263,4.8,2,191,124,NA,high school,NA,female,yes,19,left,jewish,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,psychology
7264,5.1,3,108,111,NA,graduate degree,suburban,male,yes,54,left,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,medicine
7265,4.65,3,583,134,NA,high school,suburban,male,yes,20,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,economics
7266,4.9,4,186,589,NA,graduate degree,urban,male,yes,51,right,christian (catholic),heterosexual,white or indigenous australian or native american,no,currently married,2,TRUE,psychology
7267,5.2,4,471,197,NA,university degree,urban,male,no,25,right,atheist,heterosexual,asian,yes,never married,2,TRUE,"economics, political science"
7268,5.65,3,251,143,NA,high school,urban,other,yes,18,right,agnostic,other,black,no,never married,1,TRUE,sociologu
7269,4.3,28,418,373,NA,less than high school,suburban,female,no,22,left,agnostic,heterosexual,other,no,never married,3,TRUE,NA
7270,4,69,378,408,NA,high school,urban,female,no,24,right,agnostic,bisexual,white or indigenous australian or native american,yes,never married,4,TRUE,sociology and philosophy
7271,5,2,208,106,NA,high school,suburban,female,yes,35,right,christian (other),heterosexual,white or indigenous australian or native american,no,previously married,1,TRUE,NA
